Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Category
40,Ca-2015-117415,2015-12-27,2015-12-31,Standard Class,Sn-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,Fur-Ch-10004218,Furniture,Chairs,"Global Fabric Manager'S Chair, Dark Gray",212.058,3,0.3,-15.147,Loss
41,Ca-2015-117415,2015-12-27,2015-12-31,Standard Class,Sn-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,Tec-Ph-10000486,Technology,Phones,Plantronics Hl10 Handset Lifter,371.168,4,0.2,41.7564,Profit
42,Ca-2017-120999,2017-09-10,2017-09-15,Standard Class,Lc-16930,Linda Cazamias,Corporate,United States,Naperville,Illinois,60540,Central,Tec-Ph-10004093,Technology,Phones,Panasonic Kx-Ts550,147.168,4,0.2,16.5564,Profit
43,Ca-2016-101343,2016-07-17,2016-07-22,Standard Class,Ra-19885,Ruben Ausman,Corporate,United States,Los Angeles,California,90049,West,Off-St-10003479,Office Supplies,Storage,"Eldon Base For Stackable Storage Shelf, Platinum",77.88,2,0.0,3.894,Profit
44,Ca-2017-139619,2017-09-19,2017-09-23,Standard Class,Es-14080,Erin Smith,Corporate,United States,Melbourne,Florida,32935,South,Off-St-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,2,0.2,9.5616,Profit
45,Ca-2016-118255,2016-03-11,2016-03-13,First Class,On-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,Tec-Ac-10000171,Technology,Accessories,"Verbatim 25 Gb 6X Blu-Ray Single Layer Recordable Disc, 25/Pack",45.98,2,0.0,19.7714,Profit
46,Ca-2016-118255,2016-03-11,2016-03-13,First Class,On-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,Off-Bi-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders With Dubllock Round Rings,17.46,2,0.0,8.2062,Profit
47,Ca-2014-146703,2014-10-20,2014-10-25,Second Class,Po-18865,Patrick O'Donnell,Consumer,United States,Westland,Michigan,48185,Central,Off-St-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8W X 5-1/4D X 20-1/2H, Black",211.96,4,0.0,8.4784,Profit
48,Ca-2016-169194,2016-06-20,2016-06-25,Standard Class,Lh-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,Tec-Ac-10002167,Technology,Accessories,Imation 8Gb Micro Traveldrive Usb 2.0 Flash Drive,45.0,3,0.0,4.95,Profit
49,Ca-2016-169194,2016-06-20,2016-06-25,Standard Class,Lh-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,Tec-Ph-10003988,Technology,Phones,"Lf Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen And Wiper For Apple Iphone 5C Mini Lite",21.8,2,0.0,6.104,Profit
50,Ca-2015-115742,2015-04-18,2015-04-22,Standard Class,Dp-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,Off-Bi-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 X 5-1/8, 10/Pack",38.22,6,0.0,17.9634,Profit
51,Ca-2015-115742,2015-04-18,2015-04-22,Standard Class,Dp-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,Off-La-10002762,Office Supplies,Labels,Avery 485,75.18,6,0.0,35.3346,Profit
52,Ca-2015-115742,2015-04-18,2015-04-22,Standard Class,Dp-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,Fur-Fu-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,2.9568,Profit
53,Ca-2015-115742,2015-04-18,2015-04-22,Standard Class,Dp-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,Fur-Ch-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,0.0,17.0981,Profit
54,Ca-2016-105816,2016-12-11,2016-12-17,Standard Class,Jm-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,Off-Fa-10000304,Office Supplies,Fasteners,Advantus Push Pins,15.26,7,0.0,6.2566,Profit
56,Ca-2016-111682,2016-06-17,2016-06-18,First Class,Tb-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,Off-St-10000604,Office Supplies,Storage,Home/Office Personal File Carts,208.56,6,0.0,52.14,Profit
57,Ca-2016-111682,2016-06-17,2016-06-18,First Class,Tb-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,Off-Pa-10001569,Office Supplies,Paper,Xerox 232,32.4,5,0.0,15.552,Profit
58,Ca-2016-111682,2016-06-17,2016-06-18,First Class,Tb-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,Fur-Ch-10003968,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,0.1,7.098,Profit
59,Ca-2016-111682,2016-06-17,2016-06-18,First Class,Tb-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,Off-Pa-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,2,0.0,6.9888,Profit
60,Ca-2016-111682,2016-06-17,2016-06-18,First Class,Tb-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,Tec-Ac-10002167,Technology,Accessories,Imation 8Gb Micro Traveldrive Usb 2.0 Flash Drive,30.0,2,0.0,3.3,Profit
61,Ca-2016-111682,2016-06-17,2016-06-18,First Class,Tb-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,Off-Bi-10001460,Office Supplies,Binders,Plastic Binding Combs,48.48,4,0.2,16.362,Profit
62,Ca-2016-111682,2016-06-17,2016-06-18,First Class,Tb-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,Off-Ar-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,0.0,0.84,Profit
63,Ca-2015-135545,2015-11-24,2015-11-30,Standard Class,Km-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,Tec-Ac-10004633,Technology,Accessories,"Verbatim 25 Gb 6X Blu-Ray Single Layer Recordable Disc, 3/Pack",13.98,2,0.0,6.1512,Profit
64,Ca-2015-135545,2015-11-24,2015-11-30,Standard Class,Km-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,Off-Bi-10001078,Office Supplies,Binders,"Acco Presstex Data Binder With Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,6,0.2,9.3612,Profit
65,Ca-2015-135545,2015-11-24,2015-11-30,Standard Class,Km-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,Off-Pa-10003892,Office Supplies,Paper,Xerox 1943,146.73,3,0.0,68.9631,Profit
66,Ca-2015-135545,2015-11-24,2015-11-30,Standard Class,Km-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,Fur-Fu-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,0.0,22.3328,Profit
67,Us-2015-164175,2015-04-30,2015-05-05,Standard Class,Ps-18970,Paul Stevenson,Home Office,United States,Chicago,Illinois,60610,Central,Fur-Ch-10001146,Furniture,Chairs,"Global Value Mid-Back Manager'S Chair, Gray",213.115,5,0.3,-15.2225,Loss
69,Ca-2014-106376,2014-12-05,2014-12-10,Standard Class,Bs-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,Tec-Ph-10002726,Technology,Phones,Nettalk Duo Voip Telephone Service,167.968,4,0.2,62.988,Profit
70,Ca-2016-119823,2016-06-04,2016-06-06,First Class,Kd-16270,Karen Daniels,Consumer,United States,Springfield,Virginia,22153,South,Off-Pa-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0.0,35.6636,Profit
71,Ca-2016-106075,2016-09-18,2016-09-23,Standard Class,Hm-14980,Henry Macallister,Consumer,United States,New York City,New York,10009,East,Off-Bi-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1,0.2,1.731,Profit
72,Ca-2017-114440,2017-09-14,2017-09-17,Second Class,Tb-21520,Tracy Blumstein,Consumer,United States,Jackson,Michigan,49201,Central,Off-Pa-10004675,Office Supplies,Paper,"Telephone Message Books With Fax/Mobile Section, 5 1/2"" X 3 3/16""",19.05,3,0.0,8.763,Profit
74,Us-2015-134026,2015-04-26,2015-05-02,Standard Class,Je-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,Fur-Fu-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats For Medium Pile Carpet, Standard Lip, 36"" X 48""",97.04,2,0.2,1.213,Profit
75,Us-2015-134026,2015-04-26,2015-05-02,Standard Class,Je-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,Off-St-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,1,0.2,-18.196,Loss
76,Us-2017-118038,2017-12-09,2017-12-11,First Class,Kb-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,Off-Bi-10004182,Office Supplies,Binders,Economy Binders,1.248,3,0.8,-1.9344,Loss
77,Us-2017-118038,2017-12-09,2017-12-11,First Class,Kb-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,Fur-Fu-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,3,0.6,-5.8248,Loss
78,Us-2017-118038,2017-12-09,2017-12-11,First Class,Kb-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,Off-St-10000615,Office Supplies,Storage,"Simplifile Personal File, Black Granite, 15W X 6-15/16D X 11-1/4H",27.24,3,0.2,2.724,Profit
79,Us-2014-147606,2014-11-26,2014-12-01,Second Class,Je-15745,Joel Eaton,Consumer,United States,Houston,Texas,77070,Central,Fur-Fu-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,-14.475,Loss
80,Ca-2016-127208,2016-06-12,2016-06-15,First Class,Sc-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,Off-Ap-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0.0,56.2032,Profit
81,Ca-2016-127208,2016-06-12,2016-06-15,First Class,Sc-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,Off-Bi-10002309,Office Supplies,Binders,Avery Heavy-Duty Ezd  Binder With Locking Rings,16.74,3,0.0,8.0352,Profit
82,Ca-2014-139451,2014-10-12,2014-10-16,Standard Class,Dn-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,Off-Ar-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 By Central Association For The Blind",14.9,5,0.0,4.172,Profit
83,Ca-2014-139451,2014-10-12,2014-10-16,Standard Class,Dn-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,Off-St-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0.0,6.2031,Profit
84,Ca-2015-149734,2015-09-03,2015-09-08,Standard Class,Jc-16105,Julie Creighton,Corporate,United States,Durham,North Carolina,27707,South,Off-En-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,0.2,62.8075,Profit
85,Us-2017-119662,2017-11-13,2017-11-16,First Class,Cs-12400,Christopher Schild,Home Office,United States,Chicago,Illinois,60623,Central,Off-St-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,3,0.2,-48.9549,Loss
86,Ca-2017-140088,2017-05-28,2017-05-30,Second Class,Po-18865,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,29203,South,Fur-Ch-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0.0,33.2156,Profit
87,Ca-2017-155558,2017-10-26,2017-11-02,Standard Class,Pg-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,Tec-Ac-10001998,Technology,Accessories,Logitech Ls21 Speaker System - Pc Multimedia - 2.1-Ch - Wired,19.99,1,0.0,6.7966,Profit
88,Ca-2017-155558,2017-10-26,2017-11-02,Standard Class,Pg-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,Off-La-10000134,Office Supplies,Labels,Avery 511,6.16,2,0.0,2.9568,Profit
89,Ca-2016-159695,2016-04-05,2016-04-10,Second Class,Gm-14455,Gary Mitchum,Home Office,United States,Houston,Texas,77095,Central,Off-St-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,158.368,7,0.2,13.8572,Profit
90,Ca-2016-109806,2016-09-17,2016-09-22,Standard Class,Js-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,Off-Ar-10004930,Office Supplies,Art,Turquoise Lead Holder With Pocket Clip,20.1,3,0.0,6.633,Profit
91,Ca-2016-109806,2016-09-17,2016-09-22,Standard Class,Js-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,Tec-Ph-10004093,Technology,Phones,Panasonic Kx-Ts550,73.584,2,0.2,8.2782,Profit
92,Ca-2016-109806,2016-09-17,2016-09-22,Standard Class,Js-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,Off-Pa-10000304,Office Supplies,Paper,Xerox 1995,6.48,1,0.0,3.1104,Profit
93,Ca-2015-149587,2015-01-31,2015-02-05,Second Class,Kb-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,Off-Pa-10003177,Office Supplies,Paper,Xerox 1999,12.96,2,0.0,6.2208,Profit
94,Ca-2015-149587,2015-01-31,2015-02-05,Second Class,Kb-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,Fur-Fu-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34,3,0.0,16.5354,Profit
95,Ca-2015-149587,2015-01-31,2015-02-05,Second Class,Kb-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,Off-Bi-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,32.96,2,0.0,16.1504,Profit
96,Us-2017-109484,2017-11-06,2017-11-12,Standard Class,Rb-19705,Roger Barcio,Home Office,United States,Portland,Oregon,97206,West,Off-Bi-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,5.682,1,0.7,-3.788,Loss
97,Ca-2017-161018,2017-11-09,2017-11-11,Second Class,Pn-18775,Parhena Norris,Home Office,United States,New York City,New York,10009,East,Fur-Fu-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,96.53,7,0.0,40.5426,Profit
98,Ca-2017-157833,2017-06-17,2017-06-20,First Class,Kd-16345,Katherine Ducich,Consumer,United States,San Francisco,California,94122,West,Off-Bi-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,51.312,3,0.2,17.9592,Profit
99,Ca-2016-149223,2016-09-06,2016-09-11,Standard Class,Er-13855,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,55106,Central,Off-Ap-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88,6,0.0,22.5852,Profit
100,Ca-2016-158568,2016-08-29,2016-09-02,Standard Class,Rb-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,Off-Pa-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.624,7,0.2,22.6184,Profit
101,Ca-2016-158568,2016-08-29,2016-09-02,Standard Class,Rb-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,Tec-Ac-10001767,Technology,Accessories,Sandisk Ultra 64 Gb Microsdhc Class 10 Memory Card,95.976,3,0.2,-10.7973,Loss
102,Ca-2016-158568,2016-08-29,2016-09-02,Standard Class,Rb-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,Off-Bi-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers For Binding Systems,1.788,3,0.8,-3.0396,Loss
103,Ca-2016-129903,2016-12-01,2016-12-04,Second Class,Gz-14470,Gary Zandusky,Consumer,United States,Rochester,Minnesota,55901,Central,Off-Pa-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. And 87 Bright),23.92,4,0.0,11.7208,Profit
104,Us-2015-156867,2015-11-13,2015-11-17,Standard Class,Lc-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,Tec-Ac-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.896,6,0.2,-26.8758,Loss
105,Us-2015-156867,2015-11-13,2015-11-17,Standard Class,Lc-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,Fur-Fu-10004006,Furniture,Furnishings,"Deflect-O Duramat Lighweight, Studded, Beveled Mat For Low Pile Carpeting",102.36,3,0.2,-3.8385,Loss
106,Us-2015-156867,2015-11-13,2015-11-17,Standard Class,Lc-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,Off-Bi-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 Sheets",36.882,3,0.7,-25.8174,Loss
107,Ca-2017-119004,2017-11-23,2017-11-28,Standard Class,Jm-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,Tec-Ac-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 Gb Usb 2.0 Flash Drive,74.112,8,0.2,17.6016,Profit
108,Ca-2017-119004,2017-11-23,2017-11-28,Standard Class,Jm-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,Tec-Ph-10002844,Technology,Phones,Speck Products Candyshell Flip Case,27.992,1,0.2,2.0994,Profit
109,Ca-2017-119004,2017-11-23,2017-11-28,Standard Class,Jm-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,Off-Ar-10000390,Office Supplies,Art,Newell Chalk Holder,3.304,1,0.2,1.0738,Profit
110,Ca-2015-129476,2015-10-15,2015-10-20,Standard Class,Pa-19060,Pete Armstrong,Home Office,United States,Orland Park,Illinois,60462,Central,Tec-Ac-10000844,Technology,Accessories,Logitech Gaming G510S - Keyboard,339.96,5,0.2,67.992,Profit
111,Ca-2017-146780,2017-12-25,2017-12-30,Standard Class,Cv-12805,Cynthia Voltz,Corporate,United States,New York City,New York,10035,East,Fur-Fu-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0.0,10.9096,Profit
112,Ca-2016-128867,2016-11-03,2016-11-10,Standard Class,Cl-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,Off-Ar-10000380,Office Supplies,Art,"Hunt Powerhouse Electric Pencil Sharpener, Blue",75.96,2,0.0,22.788,Profit
113,Ca-2016-128867,2016-11-03,2016-11-10,Standard Class,Cl-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,Off-Bi-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24,6,0.0,13.3476,Profit
114,Ca-2014-115259,2014-08-25,2014-08-27,Second Class,Rc-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,Off-Fa-10000621,Office Supplies,Fasteners,"Oic Colored Binder Clips, Assorted Sizes",40.096,14,0.2,14.5348,Profit
115,Ca-2014-115259,2014-08-25,2014-08-27,Second Class,Rc-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,Off-En-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 X 9 1/2",4.72,2,0.2,1.652,Profit
116,Ca-2014-115259,2014-08-25,2014-08-27,Second Class,Rc-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,Off-Pa-10004965,Office Supplies,Paper,Xerox 1921,23.976,3,0.2,7.4925,Profit
